CATAID,RA,DEC,NQ,Z_TONRY,DM_70_25_75
130974,179.59911,-2.27738,5,0.021485,34.8528
130977,179.6401,-2.13567,5,0.0222694,34.9322
130979,179.49895,-2.19388,5,0.0862438,37.978
130981,179.50456,-2.1773,5,0.08309,37.8922
131043,179.77466,-2.27536,5,0.0886858,38.0425
131045,179.77647,-2.12168,5,0.0890258,38.0513
131087,179.89806,-2.19168,5,0.0205234,34.7514
131124,180.04554,-2.08106,5,0.0922783,38.1343
131131,180.04518,-2.1927,5,0.0652662,37.3395
131175,180.12509,-2.09902,5,0.0269679,35.3568
131296,180.54724,-2.20704,5,0.05375,36.8993
131311,180.69636,-2.15565,5,0.0713902,37.5441
131415,181.23355,-2.19993,5,0.0972985,38.2571
131417,181.24921,-2.12381,5,0.0844329,37.9291
131418,181.25659,-2.10224,5,0.071147,37.5363
131420,181.25877,-2.08489,5,0.0838421,37.913
131424,181.27804,-2.20954,5,0.0711571,37.5366
131442,181.3155,-2.09009,5,0.0827806,37.8836
131517,181.62781,-2.16495,5,0.0550861,36.9548
131552,181.77275,-2.26037,5,0.0534735,36.8876
131589,181.93731,-2.13998,5,0.0714338,37.5455
131590,181.93848,-2.17608,5,0.0622329,37.2313
131665,182.32634,-2.23897,5,0.0828454,37.8854
131715,182.43758,-2.22792,5,0.0270746,35.3656
131823,182.69187,-2.23698,5,0.0862372,37.9779
131876,182.95165,-2.20668,5,0.0797279,37.7972
131877,182.95813,-2.23331,5,0.0795578,37.7923
131936,183.30073,-2.08178,5,0.0779135,37.7444
131971,183.40373,-2.1725,5,0.0210953,34.8122
132080,183.84185,-2.1486,5,0.0703014,37.509
132142,184.14144,-2.16381,5,0.0898425,38.0725
132144,184.15592,-2.12723,5,0.0948883,38.199
132198,184.47336,-2.08916,5,0.0222282,34.9282
132261,184.85276,-2.20746,5,0.0818686,37.8582
132289,184.89068,-2.13093,5,0.0889965,38.0506
132364,185.21597,-2.08577,5,0.0688306,37.4608
132366,185.20936,-2.1358,5,0.0691711,37.472
132367,185.217,-2.15627,5,0.069091,37.4694
132399,185.34474,-2.15232,5,0.0733251,37.6053
132402,185.37475,-2.28235,5,0.0695107,37.4832
132520,185.99171,-2.19953,5,0.0865661,37.9867
132521,185.99778,-2.12724,5,0.0727499,37.5873
132551,186.09395,-2.18516,5,0.0864152,37.9827
132552,186.09996,-2.259,5,0.0777352,37.7392
132554,186.13672,-2.24766,5,0.0235435,35.0556
132628,186.41654,-2.16939,5,0.0858021,37.9663
132630,186.49447,-2.22328,5,0.0649574,37.3288
136175,173.94958,-1.76316,5,0.0481761,36.6523
136232,174.12225,-1.73557,5,0.0487763,36.6802
136238,174.23137,-1.7491,5,0.0485058,36.6677
136240,174.24003,-1.68471,5,0.021176,34.8208
136263,174.3561,-1.78732,5,0.0482753,36.657
136302,174.44548,-1.76903,5,0.0788722,37.7724
136308,174.49563,-1.69464,5,0.0800634,37.8068
136312,174.54892,-1.71281,5,0.0783612,37.7575
136313,174.54671,-1.71567,5,0.078191,37.7525
136362,174.6511,-1.62058,5,0.0770692,37.7193
136443,174.90325,-1.74881,5,0.0651142,37.3342
136526,175.38964,-1.6735,5,0.094218,38.1825
136602,175.87221,-1.66794,5,0.0458679,36.5419
136616,175.90196,-1.63835,5,0.0443258,36.4651
136624,175.82103,-1.64418,5,0.0463085,36.5634
136626,175.82656,-1.62937,5,0.0470194,36.5977
136638,175.85164,-1.70055,5,0.046659,36.5803
136688,175.91217,-1.64695,5,0.0442057,36.459
136696,175.99379,-1.77653,5,0.0810605,37.8353
136735,175.98829,-1.75871,5,0.0788478,37.7717
136841,176.27654,-1.6692,5,0.0288184,35.5042
136842,176.29121,-1.76261,5,0.0283043,35.4642
136847,176.31263,-1.70277,5,0.0289872,35.5171
136851,176.20692,-1.75125,5,0.0732202,37.602
136870,176.26909,-1.66136,5,0.0857148,37.9638
136880,176.33707,-1.81281,5,0.0279896,35.4394
136881,176.33792,-1.72296,5,0.0293659,35.546
136894,176.30481,-1.80493,5,0.0285908,35.4865
136901,176.21718,-1.79413,5,0.0728197,37.5894
136917,176.35594,-1.73765,5,0.0297763,35.5768
136918,176.35996,-1.73231,5,0.0287191,35.4965
136947,176.53811,-1.69952,5,0.0877665,38.0184
136951,176.51655,-1.78401,5,0.064779,37.3224
136953,176.52928,-1.76885,5,0.0851235,37.9479
137037,176.83748,-1.70279,5,0.0935926,38.167
137071,177.07581,-1.63996,5,0.0153971,34.1176
137074,176.96052,-1.72797,5,0.084341,37.9266
137080,177.02473,-1.68871,5,0.095364,38.2105
137125,177.14391,-1.83854,5,0.0953939,38.2112
137206,177.47664,-1.6436,5,0.0844089,37.9285
137208,177.48193,-1.67465,5,0.08518,37.9494
137322,178.03868,-1.65795,5,0.0817336,37.8543
137328,178.0572,-1.64667,5,0.0856582,37.9623
137350,178.19073,-1.64947,5,0.0212195,34.8252
137352,178.15514,-1.85067,5,0.0841464,37.9213
137357,178.18801,-1.68375,5,0.0817431,37.8546
137414,178.44272,-1.68518,5,0.0962094,38.231
137450,178.41837,-1.70362,5,0.0879697,38.0238
137455,178.42838,-1.6599,5,0.0133822,33.8094
137569,178.70709,-1.68826,5,0.079378,37.7871
137630,178.94416,-1.73481,5,0.0827913,37.8839
137809,179.68947,-1.80603,5,0.0891556,38.0547
137841,179.87507,-1.8491,5,0.0226269,34.9676
137847,179.79839,-1.70706,5,0.022058,34.9111
137849,179.82213,-1.8207,5,0.0888647,38.0471
138011,180.54266,-1.79151,5,0.0824034,37.8731
138047,180.69206,-1.79241,5,0.021347,34.8385
138139,181.00916,-1.74346,5,0.0971185,38.2528
138142,181.04973,-1.81406,5,0.0821306,37.8655
138143,181.0718,-1.7347,5,0.0963572,38.2346
138259,181.66293,-1.76474,5,0.0530125,36.8681
138291,181.85789,-1.66879,5,0.0380635,36.124
138381,182.06867,-1.78256,5,0.0228543,34.9897
138569,183.15554,-1.73578,5,0.0780738,37.7491
138666,183.61946,-1.8183,5,0.0694911,37.4826
138667,183.65556,-1.76499,5,0.0753476,37.6676
138828,184.34401,-1.69289,5,0.0706376,37.5199
138829,184.35299,-1.7368,5,0.0893597,38.06
138914,184.86192,-1.69979,5,0.0311279,35.6756
139123,185.79262,-1.83808,5,0.0777165,37.7386
139206,186.27986,-1.76894,5,0.0661094,37.3688
143028,173.58453,-1.34885,5,0.0487066,36.677
143091,173.84328,-1.24312,5,0.0679392,37.4309
143131,174.12701,-1.32877,5,0.0620616,37.225
143180,174.44126,-1.30745,5,0.078741,37.7686
143223,174.76289,-1.36974,5,0.07854,37.7627
143227,174.82897,-1.33836,5,0.0476823,36.6291
143245,174.90419,-1.25923,5,0.0783993,37.7586
143246,174.91903,-1.40766,5,0.0800716,37.8071
143269,175.05143,-1.34659,5,0.078379,37.758
143274,175.09795,-1.34121,5,0.0543998,36.9264
143285,175.28585,-1.2648,5,0.0615577,37.2065
143287,175.15742,-1.35143,5,0.0468805,36.591
143291,175.21197,-1.31821,5,0.0461594,36.5561
143313,175.3731,-1.27153,5,0.0465292,36.5741
143318,175.4089,-1.26443,5,0.081021,37.8342
143388,175.81716,-1.3947,5,0.0082507,32.7514
143429,175.97819,-1.26129,5,0.0779855,37.7464
143463,176.09869,-1.26699,5,0.0792067,37.7821
143495,176.26439,-1.28856,5,0.0795866,37.7931
143545,176.48417,-1.34923,5,0.0976479,38.2654
143546,176.49116,-1.32757,5,0.0980683,38.2754
143573,176.53807,-1.34653,5,0.0936428,38.1683
143582,176.65314,-1.35478,5,0.0942232,38.1826
143586,176.62242,-1.33208,5,0.0827694,37.8833
143599,176.69713,-1.32612,5,0.0830995,37.8924
143605,176.74576,-1.34222,5,0.0837602,37.9107
143635,176.92522,-1.39409,5,0.0839799,37.9167
143695,177.15241,-1.34589,5,0.0605907,37.1705
143727,177.37162,-1.38174,5,0.0820159,37.8622
143729,177.40018,-1.37053,5,0.0809445,37.832
143735,177.28135,-1.36656,5,0.0824167,37.8735
143740,177.28941,-1.38433,5,0.081806,37.8563
143746,177.35545,-1.38164,5,0.0818457,37.8575
143747,177.37815,-1.37888,5,0.0819858,37.8614
143778,177.40906,-1.36071,5,0.0828166,37.8846
143814,177.65142,-1.40959,5,0.021566,34.8611
143889,178.10641,-1.26746,5,0.0617684,37.2142
143918,178.20697,-1.25366,5,0.029849,35.5822
143987,178.5085,-1.27945,5,0.0845742,37.933
144012,178.68894,-1.42966,5,0.0783463,37.7571
144017,178.69737,-1.25605,5,0.0767139,37.7087
144051,178.8777,-1.26142,5,0.0211425,34.8172
144073,178.89263,-1.35454,5,0.0833713,37.9
144074,178.89326,-1.37421,5,0.0834213,37.9014
144118,178.90049,-1.40138,5,0.0773542,37.7278
144122,178.92954,-1.40203,5,0.0836916,37.9088
144176,179.18254,-1.36192,5,0.0202854,34.7256
144178,179.1898,-1.29334,5,0.0211271,34.8156
144239,179.38268,-1.25286,5,0.0203854,34.7365
144278,179.50604,-1.37928,5,0.0817867,37.8558
144296,179.62332,-1.39895,5,0.0975652,38.2635
144320,179.7335,-1.4304,5,0.0533117,36.8808
144323,179.65795,-1.38551,5,0.0849699,37.9437
144335,179.75918,-1.31305,5,0.0824762,37.8751
144338,179.76725,-1.39388,5,0.0222036,34.9257
144342,179.77132,-1.34556,5,0.0818555,37.8578
144343,179.77239,-1.26801,5,0.0957119,38.219
144365,179.80851,-1.29865,5,0.0834571,37.9024
144456,180.12335,-1.29329,5,0.0744949,37.6415
144465,180.20501,-1.25034,5,0.0226146,34.9664
144497,180.37723,-1.43613,5,0.0366187,36.0375
144498,180.25114,-1.38948,5,0.0366592,36.04
144564,180.61156,-1.26318,5,0.093405,38.1624
144605,180.75567,-1.33853,5,0.096318,38.2336
144640,180.93733,-1.38041,5,0.0835519,37.905
144641,180.94038,-1.40742,5,0.0840425,37.9185
144673,181.09228,-1.3676,5,0.0846824,37.9359
144733,181.22277,-1.25175,5,0.0973365,38.258
144737,181.26905,-1.37672,5,0.0976369,38.2652
144846,181.78969,-1.25256,5,0.0385436,36.152
144934,182.07049,-1.44262,5,0.0871001,38.0009
144974,182.29066,-1.32354,5,0.0640413,37.2964
145037,182.50667,-1.25472,5,0.0613968,37.2006
145041,182.63408,-1.31425,5,0.0354755,35.9667
145073,182.6582,-1.33734,5,0.0355154,35.9693
145242,183.55299,-1.26349,5,0.0714225,37.5452
145247,183.68236,-1.38121,5,0.0767783,37.7107
145270,183.72911,-1.36588,5,0.0761171,37.6909
145317,183.98328,-1.42442,5,0.0824431,37.8743
145462,184.67267,-1.25617,5,0.0815772,37.85
145466,184.69363,-1.32842,5,0.0638666,37.2902
145572,185.22443,-1.33885,5,0.0733341,37.6056
145573,185.22843,-1.27408,5,0.074275,37.6348
145578,185.25112,-1.37017,5,0.0733541,37.6062
145583,185.32451,-1.25413,5,0.0232042,35.0234
156135,173.70237,-3.28718,5,0.0523946,36.8415
156174,173.81095,-3.15422,5,0.0309779,35.6647
156183,173.96101,-3.09567,5,0.047668,36.6285
156208,174.01889,-3.10137,5,0.0213763,34.8416
156252,174.24154,-3.11341,5,0.0864345,37.9831
156357,174.42472,-3.29429,5,0.0863442,37.9807
156520,174.99862,-3.14439,5,0.0643557,37.3075
156606,175.2306,-3.19481,5,0.0489564,36.6885
156624,175.32237,-3.15085,5,0.062883,37.2549
156630,175.40985,-3.18284,5,0.0583973,37.0869
156673,175.59973,-3.1022,5,0.0568948,37.0278
156696,175.6582,-3.11255,5,0.0569447,37.0298
156700,175.75348,-3.2145,5,0.0574251,37.0488
156775,176.04001,-3.24234,5,0.0578449,37.0653
156806,176.09059,-3.18409,5,0.058225,37.0802
156809,176.14018,-3.14624,5,0.097873,38.2708
156811,176.08945,-3.22017,5,0.0583854,37.0864
156840,176.22916,-3.19015,5,0.0975323,38.2627
156842,176.25232,-3.27209,5,0.097993,38.2736
156844,176.30341,-3.11406,5,0.0716005,37.5508
156845,176.30612,-3.1228,5,0.0585447,37.0926
156922,176.57073,-3.17898,5,0.0195864,34.6481
156927,176.62537,-3.21609,5,0.0936964,38.1696
156942,176.63894,-3.14017,5,0.0192852,34.6139
156962,176.73225,-3.14461,5,0.06411,37.2988
157008,176.83766,-3.22552,5,0.093195,38.1572
157023,176.95762,-3.18971,5,0.072089,37.5663
157064,177.07519,-3.11704,5,0.060154,37.1541
157072,176.98293,-3.1509,5,0.0933045,38.1599
157200,177.48402,-3.29532,5,0.0788254,37.771
157254,177.67676,-3.18506,5,0.0814577,37.8465
157255,177.69509,-3.19273,5,0.0777732,37.7402
157313,177.74015,-3.14029,5,0.0932416,38.1583
157320,177.85013,-3.13575,5,0.091459,38.1137
157325,177.71716,-3.13772,5,0.0787642,37.7693
157332,177.73559,-3.16476,5,0.0782635,37.7546
157334,177.74569,-3.12914,5,0.077983,37.7464
157338,177.76119,-3.31733,5,0.0783238,37.7564
157345,177.77697,-3.23398,5,0.0763712,37.6985
157346,177.77705,-3.25158,5,0.0783736,37.7578
157347,177.78573,-3.25082,5,0.0786139,37.7649
157351,177.82027,-3.25909,5,0.0783135,37.7561
157355,177.85329,-3.12825,5,0.0919695,38.1265
157416,177.89311,-3.13673,5,0.0917291,38.1205
157417,177.92162,-3.17479,5,0.0911284,38.1053
157420,177.93199,-3.201,5,0.0913486,38.1109
157422,177.96694,-3.12232,5,0.0783227,37.7563
157427,177.98569,-3.14208,5,0.0901569,38.0805
157429,178.00352,-3.14689,5,0.0899866,38.0761
157468,178.0777,-3.17641,5,0.0923693,38.1366
157534,178.36937,-3.2298,5,0.00648603,32.2263
157536,178.45122,-3.2185,5,0.00647616,32.223
157537,178.45689,-3.1195,5,0.0898645,38.073
157751,179.11094,-3.20209,5,0.0828534,37.8856
157796,179.28516,-3.23299,5,0.0472699,36.6096
157831,179.48581,-3.27088,5,0.0839832,37.9168
157890,179.77251,-3.18861,5,0.0824399,37.8741
158017,180.38914,-3.13245,5,0.0665678,37.3845
158057,180.43454,-3.23695,5,0.0663675,37.3776
158105,180.56451,-3.32342,5,0.0700014,37.4992
158107,180.59615,-3.30635,5,0.0690601,37.4683
158108,180.65624,-3.24279,5,0.0695402,37.4841
158141,180.85098,-3.20636,5,0.0480835,36.648
158173,180.95394,-3.13228,5,0.0795505,37.7921
158201,181.04737,-3.15682,5,0.0832745,37.8973
158204,181.14354,-3.21839,5,0.0832641,37.897
158232,181.23202,-3.19951,5,0.0212985,34.8334
158233,181.23159,-3.1365,5,0.0888302,38.0463
158276,181.34765,-3.31451,5,0.0834434,37.902
158350,181.63572,-3.31847,5,0.0833317,37.8989
158354,181.71083,-3.26162,5,0.0879568,38.0234
158381,181.85307,-3.15249,5,0.0271375,35.3708
158486,182.24134,-3.19534,5,0.0980156,38.2742
158531,182.51029,-3.29104,5,0.0795723,37.7927
158534,182.65419,-3.23311,5,0.0587868,37.102
158565,182.78868,-3.26332,5,0.0634615,37.2757
158607,182.82873,-3.23285,5,0.0361489,36.0087
158616,182.87203,-3.19059,5,0.0628102,37.2523
158617,182.8748,-3.24468,5,0.0629705,37.2581
158665,183.07557,-3.20018,5,0.0821019,37.8647
158732,183.33184,-3.17941,5,0.059023,37.1111
158743,183.31453,-3.31734,5,0.0591034,37.1142
158771,183.43495,-3.2472,5,0.0841021,37.9201
158777,183.53937,-3.28338,5,0.09971,38.314
158805,183.70111,-3.29329,5,0.0775328,37.7331
158888,184.0248,-3.30485,5,0.0466644,36.5807
158933,184.18808,-3.20646,5,0.0812139,37.8397
159049,184.52633,-3.30145,5,0.0930859,38.1545
159099,184.81059,-3.14062,5,0.0941851,38.1817
159213,185.21441,-3.14057,5,0.0715258,37.5485
159256,185.47804,-3.30618,5,0.0815459,37.8491
159257,185.36089,-3.2198,5,0.0946419,38.193
159292,185.53173,-3.25372,5,0.094791,38.1966
159456,186.14391,-3.32246,5,0.0674248,37.4137
159465,186.1663,-3.13426,5,0.0905013,38.0894
159467,186.21212,-3.29587,5,0.0733212,37.6052
159496,186.28723,-3.32247,5,0.0815903,37.8504
163429,173.60996,-2.66171,5,0.0783754,37.7579
163432,173.66063,-2.80135,5,0.0353931,35.9615
163452,173.7536,-2.67607,5,0.0509817,36.7799
163477,173.82649,-2.77406,5,0.0408094,36.2797
163481,173.88566,-2.70871,5,0.0434523,36.4204
163491,173.94084,-2.76376,5,0.0807678,37.8269
163517,174.05828,-2.87046,5,0.0461154,36.554
163518,174.08037,-2.84742,5,0.0464057,36.5681
163519,174.09473,-2.8245,5,0.0459751,36.5471
163556,174.08614,-2.81526,5,0.0453042,36.5141
163588,174.25325,-2.79676,5,0.046275,36.5618
163608,174.28841,-2.78928,5,0.0696134,37.4865
163609,174.29843,-2.73353,5,0.0461947,36.5578
163641,174.54034,-2.78167,5,0.0537033,36.8973
163686,174.62139,-2.82939,5,0.0653473,37.3423
163704,174.75419,-2.87166,5,0.095674,38.218
163710,174.82278,-2.75957,5,0.0465237,36.5738
163750,174.99907,-2.69912,5,0.0442004,36.4587
163753,174.86717,-2.69473,5,0.0440506,36.4511
163784,175.09065,-2.70346,5,0.0235507,35.0563
163824,175.17537,-2.73482,5,0.0796331,37.7944
163826,175.22572,-2.69469,5,0.0212622,34.8297
163830,175.26955,-2.86469,5,0.054943,36.9488
163831,175.28149,-2.81969,5,0.0300926,35.6003
163884,175.42595,-2.85889,5,0.0560338,36.9933
163886,175.43688,-2.74132,5,0.0558835,36.9872
163887,175.43886,-2.74159,5,0.0551425,36.957
163916,175.47207,-2.78474,5,0.0572251,37.0409
163924,175.53913,-2.81253,5,0.0555429,36.9734
163927,175.46461,-2.86793,5,0.0567847,37.0234
163939,175.61909,-2.71112,5,0.0783101,37.756
163965,175.84854,-2.7195,5,0.0388415,36.1692
163988,175.91455,-2.7212,5,0.0950796,38.2036
163993,176.01894,-2.81719,5,0.038721,36.1622
164060,176.26219,-2.86485,5,0.0782483,37.7542
164105,176.40361,-2.84797,5,0.0449274,36.4954
164146,176.56026,-2.77239,5,0.0967295,38.2435
164149,176.54093,-2.74041,5,0.049282,36.7034
164152,176.58481,-2.70584,5,0.0960284,38.2266
164289,177.07878,-2.82745,5,0.0864954,37.9847
164328,177.21842,-2.86721,5,0.0809282,37.8315
164379,177.3956,-2.84987,5,0.0881062,38.0273
164406,177.4767,-2.75392,5,0.0915599,38.1162
164407,177.47975,-2.82207,5,0.0911094,38.1048
164409,177.49768,-2.77842,5,0.0931618,38.1564
164412,177.49958,-2.74704,5,0.0930516,38.1536
164451,177.58557,-2.81108,5,0.0279792,35.4385
164452,177.58757,-2.7962,5,0.0930112,38.1526
164453,177.60381,-2.75744,5,0.0924806,38.1394
164455,177.61131,-2.70587,5,0.0290153,35.5193
164457,177.63027,-2.71612,5,0.0784333,37.7596
164462,177.64388,-2.70707,5,0.0645766,37.3153
164470,177.68668,-2.79496,5,0.0927505,38.1461
164472,177.70692,-2.83858,5,0.0778727,37.7431
164499,177.71411,-2.70846,5,0.0933311,38.1606
164500,177.71615,-2.89066,5,0.0646767,37.3188
164501,177.71955,-2.80464,5,0.0926203,38.1429
164511,177.83698,-2.82763,5,0.0782125,37.7531
164539,177.92883,-2.71425,5,0.0794834,37.7901
164552,177.98685,-2.77358,5,0.0779415,37.7452
164616,178.04359,-2.7793,5,0.0804442,37.8177
164618,178.05179,-2.80457,5,0.0785921,37.7642
164619,178.06194,-2.80249,5,0.0811351,37.8374
164633,178.09775,-2.77113,5,0.078712,37.7677
164636,178.12285,-2.77275,5,0.07721,37.7235
164639,178.13451,-2.71167,5,0.0791223,37.7797
164677,178.17201,-2.77406,5,0.0786516,37.766
164685,178.23177,-2.78856,5,0.089044,38.0518
164687,178.23829,-2.88672,5,0.088954,38.0495
164760,178.49575,-2.79199,5,0.091696,38.1197
164769,178.59716,-2.8555,5,0.0891626,38.0549
164902,179.0095,-2.72226,5,0.0222462,34.9299
164974,179.34494,-2.85791,5,0.0827416,37.8825
165011,179.54728,-2.82446,5,0.0821399,37.8657
165100,179.98185,-2.76828,5,0.0827987,37.8841
165165,180.23972,-2.7566,5,0.0362216,36.0132
165229,180.38991,-2.87477,5,0.0835477,37.9049
165230,180.38962,-2.85819,5,0.0831172,37.893
165292,180.56632,-2.70388,5,0.0912358,38.108
165294,180.62001,-2.75533,5,0.0827554,37.8829
165297,180.66827,-2.8191,5,0.0907649,38.0961
165333,180.79455,-2.876,5,0.0534697,36.8875
165388,181.12105,-2.88803,5,0.0640207,37.2957
165409,181.19669,-2.72007,5,0.0214393,34.848
165462,181.49904,-2.90889,5,0.0984298,38.284
165547,182.03183,-2.88209,5,0.0896364,38.0672
165550,182.04436,-2.84277,5,0.0975256,38.2626
165588,182.1823,-2.74945,5,0.0978851,38.2711
165648,182.47632,-2.87348,5,0.0685388,37.451
165670,182.56824,-2.91026,5,0.0585064,37.0912
165697,182.78642,-2.73606,5,0.0925252,38.1405
165699,182.67475,-2.7881,5,0.0901831,38.0812
165702,182.74996,-2.77819,5,0.0636812,37.2836
165766,183.16353,-2.72123,5,0.0390196,36.1795
165770,183.20109,-2.7246,5,0.0392996,36.1954
165896,183.82009,-2.70971,5,0.0762797,37.6958
165924,183.89698,-2.82469,5,0.069211,37.4733
165936,184.02244,-2.80899,5,0.0812844,37.8417
165955,184.16576,-2.91099,5,0.0919763,38.1268
166062,184.80206,-2.79566,5,0.0209447,34.7963
166065,184.84214,-2.79963,5,0.0816195,37.8512
166066,184.89774,-2.83061,5,0.023089,35.0124
166087,184.92099,-2.79463,5,0.0231775,35.0209
166093,184.93716,-2.75892,5,0.0232216,35.0251
166098,185.00332,-2.83532,5,0.088937,38.0491
166127,185.1697,-2.76312,5,0.0737479,37.6185
166145,185.23806,-2.90271,5,0.0744586,37.6404
166151,185.23747,-2.7449,5,0.0821673,37.8666
166160,185.32383,-2.84208,5,0.0730462,37.5966
166203,185.39737,-2.91182,5,0.0734764,37.61
166280,185.93062,-2.71816,5,0.0688869,37.4627
166332,186.39276,-2.84139,5,0.0685236,37.4506
166336,186.40286,-2.90052,5,0.0262597,35.2978
166338,186.27508,-2.76673,5,0.0260611,35.281
166344,186.38386,-2.74975,5,0.0949542,38.2006
170249,173.7984,-2.29313,5,0.0426307,36.3776
170253,173.68282,-2.26844,5,0.080457,37.8181
170284,173.83791,-2.28665,5,0.042901,36.3918
170285,173.88836,-2.27155,5,0.0500795,36.7396
170287,173.93817,-2.37501,5,0.05042,36.7549
170288,173.96459,-2.37396,5,0.0499694,36.7346
170343,174.20399,-2.24651,5,0.0302846,35.6144
170630,175.23837,-2.2861,5,0.0498058,36.7273
170649,175.38353,-2.32387,5,0.0498355,36.7286
170651,175.40349,-2.4557,5,0.0671967,37.4059
170654,175.34118,-2.3203,5,0.0504764,36.7574
170704,175.679,-2.36075,5,0.0254995,35.2326
170827,176.24516,-2.39651,5,0.0282273,35.4581
170831,176.24655,-2.44028,5,0.0479708,36.6427
170855,176.35542,-2.26555,5,0.0812004,37.8392
170913,176.37506,-2.29937,5,0.0603953,37.1632
171035,176.7183,-2.27515,5,0.053025,36.8686
171071,176.90526,-2.4492,5,0.0599131,37.145
171115,177.207,-2.47162,5,0.0864742,37.9842
171132,177.16726,-2.27701,5,0.0861035,37.9743
171133,177.16847,-2.42494,5,0.0859236,37.9694
171138,177.20768,-2.37646,5,0.0901585,38.0805
171139,177.24943,-2.45609,5,0.0881861,38.0294
171140,177.25981,-2.36137,5,0.0926813,38.1444
171172,177.27471,-2.42644,5,0.0872248,38.0041
171173,177.28902,-2.3079,5,0.0900579,38.0779
171175,177.29965,-2.33168,5,0.0906086,38.092
171176,177.30391,-2.32222,5,0.0895973,38.0661
171177,177.32892,-2.30982,5,0.0888163,38.0459
171188,177.36706,-2.41393,5,0.061253,37.1952
171199,177.5343,-2.4583,5,0.0932311,38.1581
171205,177.55828,-2.46877,5,0.093992,38.1769
171236,177.67972,-2.28332,5,0.0856912,37.9632
171295,177.88725,-2.3728,5,0.00376092,31.0412
171310,177.99814,-2.46082,5,0.0867014,37.9902
171346,178.15699,-2.46844,5,0.00378536,31.0553
171409,178.30048,-2.30755,5,0.0788304,37.7712
171416,178.25814,-2.29679,5,0.0205727,34.7567
171442,178.33821,-2.46283,5,0.0835162,37.904
171446,178.3494,-2.4414,5,0.0796614,37.7953
171485,178.60437,-2.31957,5,0.0101741,33.2092
171488,178.46493,-2.33421,5,0.082374,37.8723
171521,178.61889,-2.48046,5,0.082624,37.8792
171542,178.78704,-2.33834,5,0.0895514,38.0649
171546,178.84949,-2.45764,5,0.0778972,37.7439
171639,179.25831,-2.48146,5,0.0210779,34.8104
171640,179.27948,-2.34341,5,0.0273098,35.3848
171642,179.2877,-2.32268,5,0.0820001,37.8618
171643,179.29389,-2.37212,5,0.081049,37.835
171646,179.34387,-2.39853,5,0.0890684,38.0524
171671,179.39381,-2.34985,5,0.0811186,37.8369
171674,179.46066,-2.34097,5,0.0844222,37.9288
171677,179.50157,-2.46934,5,0.0826302,37.8794
171705,179.65718,-2.28637,5,0.0892069,38.056
171710,179.60611,-2.44233,5,0.0840613,37.919
171713,179.63305,-2.42607,5,0.0828296,37.885
171801,179.89052,-2.42866,5,0.0810563,37.8352
171805,179.96143,-2.28631,5,0.0808455,37.8292
171842,180.09577,-2.36743,5,0.0878233,38.0199
171875,180.17732,-2.36752,5,0.0874725,38.0107
171908,180.3253,-2.28223,5,0.0869309,37.9964
171955,180.48934,-2.41299,5,0.0911755,38.1065
171977,180.49003,-2.32202,5,0.0711814,37.5374
171997,180.63131,-2.30336,5,0.0912947,38.1095
172045,180.78973,-2.42653,5,0.0985128,38.2859
172068,180.8623,-2.44267,5,0.0835746,37.9056
172072,180.93155,-2.2896,5,0.0835439,37.9048
172073,180.93294,-2.48295,5,0.0843852,37.9278
172075,180.94781,-2.33128,5,0.0838342,37.9127
172098,181.13451,-2.47472,5,0.0709782,37.5309
172123,181.21174,-2.43802,5,0.0220549,34.9108
172253,182.00984,-2.43284,5,0.0858711,37.9681
172283,182.1145,-2.34212,5,0.0637841,37.2873
172287,182.17043,-2.46811,5,0.0708524,37.5268
172318,182.24268,-2.40326,5,0.0265286,35.3204
172433,182.53644,-2.39089,5,0.0266229,35.3283
172474,182.79253,-2.40808,5,0.0977506,38.2679
172499,182.88796,-2.39479,5,0.0212919,34.8327
172503,182.93603,-2.32233,5,0.0792077,37.7822
172517,183.0679,-2.43071,5,0.0265154,35.3193
172519,182.96716,-2.47408,5,0.0404019,36.2574
172643,183.66775,-2.4484,5,0.026503,35.3183
172687,183.72266,-2.42794,5,0.0696118,37.4865
172689,183.72854,-2.41968,5,0.0698921,37.4957
172726,183.86497,-2.42958,5,0.0904055,38.0869
172727,183.85978,-2.43339,5,0.0198713,34.68
172729,183.88478,-2.39288,5,0.090145,38.0802
172734,183.90846,-2.4261,5,0.0883928,38.0349
172756,184.01466,-2.31089,5,0.0810233,37.8343
172763,184.11501,-2.44478,5,0.0900435,38.0776
172850,184.54297,-2.37613,5,0.0941854,38.1817
172909,184.86274,-2.4966,5,0.0470982,36.6015
172983,185.21351,-2.35676,5,0.0697523,37.4911
173109,186.06247,-2.35103,5,0.0234637,35.0481
173184,186.27011,-2.35326,5,0.0831806,37.8948
173187,186.2907,-2.45746,5,0.0943637,38.1862
173188,186.25861,-2.34157,5,0.0841618,37.9218
173193,186.28592,-2.34706,5,0.083751,37.9105
173202,186.33266,-2.31193,5,0.0629765,37.2584
173227,186.47065,-2.45746,5,0.0629758,37.2583
176641,173.5126,-1.85878,5,0.0999303,38.3191
176667,173.63953,-1.84102,5,0.0518414,36.8176
176668,173.66325,-1.89517,5,0.0746192,37.6453
176696,173.74269,-1.94255,5,0.0744889,37.6413
176733,173.86943,-1.82745,5,0.0480863,36.6481
176780,174.03663,-1.86897,5,0.0483263,36.6593
