CATAID,RA,DEC,NQ,Z_TONRY,DM_70_25_75
386831,134.12476,2.21424,5,0.0721289,37.568
386892,134.42888,2.36162,5,0.0547146,36.9399
386898,134.40439,2.23946,5,0.0548148,36.944
387042,134.99691,2.41143,5,0.0728298,37.5901
387049,134.97601,2.27101,5,0.0995071,38.3097
387080,135.17229,2.2458,5,0.053583,36.8926
387126,135.39359,2.38001,5,0.0619537,37.2215
387375,136.05001,2.44037,5,0.0720718,37.5662
387542,136.77583,2.49285,5,0.0723406,37.5747
387553,136.81125,2.44273,5,0.0525005,36.8465
387554,136.81213,2.43607,5,0.0522303,36.8348
387612,137.10753,2.48147,5,0.0938968,38.1749
387640,137.24557,2.45268,5,0.0528359,36.8609
387675,137.43491,2.35038,5,0.0556213,36.977
387679,137.40772,2.37836,5,0.0932701,38.1594
387680,137.40948,2.41093,5,0.0988258,38.2936
387681,137.41384,2.40763,5,0.0985556,38.2873
387687,137.45651,2.47194,5,0.0135946,33.8474
387715,137.51237,2.32892,5,0.039926,36.2311
387719,137.56112,2.40757,5,0.0929515,38.1515
387722,137.5942,2.40141,5,0.0934424,38.1637
387859,137.96358,2.45278,5,0.0924956,38.1401
388023,138.41633,2.44881,5,0.0979666,38.2733
388146,138.93382,2.44406,5,0.0922065,38.1328
388153,138.90418,2.47573,5,0.0914352,38.1134
388158,138.95689,2.42642,5,0.0928674,38.1494
388200,139.14424,2.56817,5,0.0555795,36.9752
388380,139.81995,2.55039,5,0.0599515,37.1468
388390,139.85234,2.5746,5,0.0573589,37.0466
388423,139.92441,2.39816,5,0.0867018,37.9905
388424,139.9492,2.52872,5,0.0897247,38.0697
388451,140.16774,2.452,5,0.0131533,33.7747
388476,140.24065,2.53436,5,0.0576234,37.057
388510,140.36242,2.59844,5,0.0852041,37.9504
388512,140.38929,2.4966,5,0.0855651,37.9601
388513,140.39028,2.5845,5,0.0852045,37.9504
388552,140.50357,2.58787,5,0.0869975,37.9984
388556,140.55879,2.5728,5,0.0875288,38.0124
388558,140.59262,2.58592,5,0.0887303,38.0439
388559,140.59182,2.58717,5,0.0879295,38.023
388603,140.78383,2.48611,5,0.0181598,34.4838
388637,140.80567,2.60134,5,0.0176875,34.4257
388679,141.00239,2.43893,5,0.0905872,38.0918
388680,141.00434,2.47843,5,0.0905971,38.092
388704,141.10461,2.44297,5,0.0908086,38.0974
388733,141.29942,2.53935,5,0.0893787,38.0607
388736,141.3276,2.48913,5,0.0895093,38.0641
388737,141.35603,2.47362,5,0.0910214,38.1028
396422,173.51988,1.57675,5,0.0756009,37.6752
396424,173.50338,1.47908,5,0.0740194,37.6268
396427,173.52803,1.47884,5,0.0785048,37.7617
396429,173.54818,1.44288,5,0.0412097,36.3016
396432,173.55178,1.49338,5,0.0775735,37.7343
396433,173.55905,1.46675,5,0.0786248,37.7652
396464,173.66328,1.49497,5,0.0411392,36.2978
396465,173.66429,1.40914,5,0.0757614,37.6801
396499,173.7977,1.43638,5,0.095615,38.2166
396501,173.82519,1.57337,5,0.0946031,38.1919
396502,173.84525,1.56797,5,0.0954742,38.2132
396509,173.82371,1.41879,5,0.0954548,38.2127
396514,173.86213,1.55381,5,0.0951237,38.2047
396516,173.86293,1.60322,5,0.0951737,38.2059
396555,173.98581,1.41087,5,0.0955546,38.2151
396583,174.22247,1.43209,5,0.074989,37.6566
396584,174.21784,1.42771,5,0.0748589,37.6526
396607,174.34762,1.56164,5,0.0473449,36.6132
396615,174.36234,1.53514,5,0.0469744,36.5955
396621,174.37935,1.49011,5,0.0473751,36.6146
396655,174.46121,1.59157,5,0.0771004,37.7203
396708,174.68855,1.41347,5,0.0768401,37.7125
396709,174.68773,1.5296,5,0.0793427,37.7861
396713,174.80944,1.5517,5,0.0786615,37.7663
396735,174.84475,1.52212,5,0.0775702,37.7342
396740,174.94408,1.47749,5,0.07756,37.7339
396742,174.96321,1.47585,5,0.0779805,37.7463
396743,174.97395,1.46117,5,0.07756,37.7339
396781,174.98273,1.51206,5,0.0771893,37.7229
396833,175.2567,1.49335,5,0.0204014,34.7383
396834,175.13245,1.43581,5,0.0783207,37.7563
396835,175.14774,1.62348,5,0.0764977,37.7023
396838,175.27009,1.58941,5,0.0773586,37.7279
396865,175.29085,1.6203,5,0.0778189,37.7415
396946,175.7807,1.45451,5,0.0633205,37.2706
396968,175.91817,1.55182,5,0.0760051,37.6875
397036,176.37463,1.54801,5,0.0761238,37.691
397061,176.49569,1.58828,5,0.0763234,37.697
397207,177.23406,1.56869,5,0.07562,37.6758
397267,177.43385,1.45121,5,0.0938916,38.1745
397294,177.65636,1.50016,5,0.0790128,37.7765
397298,177.65989,1.62571,5,0.0793427,37.7861
397317,177.69307,1.4507,5,0.0782719,37.7549
397357,177.84561,1.44354,5,0.0792024,37.782
397358,177.86085,1.60669,5,0.0794721,37.7898
397365,177.93817,1.47143,5,0.0957018,38.2187
397369,177.8753,1.55313,5,0.0809441,37.832
397410,178.00911,1.46728,5,0.0929582,38.1513
397450,178.23748,1.49179,5,0.0779993,37.7469
397453,178.27369,1.59888,5,0.0820036,37.8619
397491,178.30896,1.61687,5,0.0784892,37.7613
397493,178.32525,1.55462,5,0.0778385,37.7421
402139,173.51652,1.8934,5,0.0301748,35.6063
402140,173.56866,1.87274,5,0.073367,37.6065
402186,173.80117,2.01034,5,0.0760692,37.6894
402192,173.92928,1.8903,5,0.00714004,32.4355
402242,174.15261,1.91915,5,0.0760288,37.6882
402337,174.52909,1.90751,5,0.0770591,37.719
402388,174.94052,2.01112,5,0.0617992,37.2154
402408,175.05219,1.94775,5,0.0763667,37.6983
402414,175.02734,1.9157,5,0.0469013,36.592
402420,175.0703,1.89485,5,0.0767773,37.7106
402421,175.10741,1.98493,5,0.0766667,37.7073
402425,175.11699,1.98118,5,0.0775178,37.7327
402449,175.22871,1.99091,5,0.0762659,37.6953
402476,175.29812,1.99587,5,0.0762456,37.6947
402503,175.56124,2.03779,5,0.0778065,37.7412
402539,175.79761,1.96944,5,0.0777861,37.7406
402542,175.81861,1.94022,5,0.0770052,37.7174
402543,175.82379,1.84317,5,0.0768653,37.7133
402544,175.82554,1.95227,5,0.0766847,37.7079
402545,175.83591,2.00243,5,0.0769649,37.7162
402547,175.84763,2.03047,5,0.0767544,37.71
402560,175.9038,2.00496,5,0.0770146,37.7177
402564,175.94588,1.91199,5,0.0764442,37.7007
402585,176.11258,2.02124,5,0.0529851,36.8669
402668,176.60358,1.99441,5,0.0297146,35.5722
402757,177.08321,1.95031,5,0.095483,38.2134
402758,177.0868,2.03893,5,0.077351,37.7277
402853,177.62804,1.98329,5,0.0219545,34.9008
402885,177.82229,1.92495,5,0.0906946,38.0943
402898,177.93039,1.99127,5,0.0779587,37.7457
402903,177.90631,2.01916,5,0.0911945,38.107
402906,177.94944,2.00954,5,0.0788096,37.7706
402953,178.14106,2.02696,5,0.0215138,34.8558
402988,178.35522,1.90541,5,0.0407729,36.2778
408119,173.85202,2.27426,5,0.0300727,35.5988
408219,174.30421,2.26212,5,0.0753963,37.669
408258,174.42324,2.41316,5,0.0756357,37.6763
408363,174.96018,2.2581,5,0.0745936,37.6445
408431,175.22912,2.34851,5,0.0771556,37.7219
408476,175.37377,2.36528,5,0.0941555,38.181
408500,175.46223,2.39298,5,0.0216239,34.8672
408502,175.51567,2.26184,5,0.0420729,36.3481
408503,175.51907,2.41048,5,0.0989207,38.2955
408542,175.60008,2.43339,5,0.0999716,38.3201
408547,175.6931,2.33612,5,0.0773645,37.7281
408607,176.01063,2.38779,5,0.0699645,37.498
408684,176.22426,2.34581,5,0.0773728,37.7284
408690,176.29786,2.45074,5,0.0776324,37.7361
408776,176.61704,2.37836,5,0.0769809,37.7167
408852,176.75162,2.31356,5,0.0546239,36.9357
408886,176.84773,2.35936,5,0.07687,37.7134
408932,176.92728,2.28089,5,0.0958327,38.2219
408936,176.97758,2.30419,5,0.0766195,37.7059
408937,177.00439,2.36525,5,0.0774802,37.7316
408978,177.07784,2.35013,5,0.076679,37.7077
408999,177.30503,2.38405,5,0.0785503,37.763
409002,177.36569,2.27588,5,0.0765381,37.7035
409024,177.42298,2.34748,5,0.0771883,37.7229
409026,177.46569,2.29211,5,0.077609,37.7354
409027,177.4765,2.31108,5,0.0779493,37.7454
409029,177.50813,2.37678,5,0.0883213,38.033
409050,177.56175,2.282,5,0.0784596,37.7604
409150,178.13802,2.4348,5,0.0821712,37.8666
409172,178.28735,2.42611,5,0.0676132,37.42
409176,178.27737,2.40552,5,0.0686847,37.4559
417363,130.13154,2.18812,5,0.051596,36.8074
417392,130.39307,2.18884,5,0.0296989,35.5716
417395,130.5745,2.20645,5,0.0969356,38.249
417411,130.7057,2.20131,5,0.0641759,37.3017
417413,130.71985,2.21484,5,0.0633952,37.2738
417424,130.88821,2.21104,5,0.0308862,35.6587
417433,131.0318,2.28264,5,0.0519582,36.8232
417440,131.12796,2.29492,5,0.0516192,36.8084
417446,131.07486,2.26407,5,0.0745207,37.6428
417447,131.09029,2.28715,5,0.0518589,36.8189
417449,131.10063,2.219,5,0.0780746,37.7496
417450,131.115,2.24801,5,0.0747115,37.6486
417453,131.18678,2.29354,5,0.0504087,36.7549
417472,131.27959,2.24742,5,0.0517514,36.8142
417474,131.30741,2.32388,5,0.0783374,37.7573
417475,131.33834,2.23573,5,0.0786184,37.7655
417477,131.2305,2.25306,5,0.0763747,37.6991
417480,131.2572,2.29667,5,0.078577,37.7643
417486,131.32367,2.28056,5,0.0510412,36.783
417504,131.41595,2.28946,5,0.0775383,37.7338
417515,131.53589,2.29014,5,0.0762186,37.6944
417516,131.53771,2.30863,5,0.0782605,37.755
417530,131.72835,2.24937,5,0.0612667,37.1962
417562,131.86916,2.30939,5,0.0622594,37.2327
417580,132.10675,2.2878,5,0.0406414,36.271
417643,132.51765,2.30594,5,0.0746101,37.6455
417676,132.73661,2.33838,5,0.04127,36.3054
418083,135.08665,2.45535,5,0.0995379,38.3104
418138,135.15014,2.58538,5,0.0726908,37.5858
418448,136.20932,2.50647,5,0.0557066,36.9805
418574,136.8289,2.54986,5,0.0527307,36.8564
418624,137.09716,2.54414,5,0.0557468,36.9821
418630,137.19225,2.5335,5,0.0559582,36.9906
418680,137.39378,2.63004,5,0.0919777,38.1271
418693,137.4268,2.67537,5,0.0523566,36.8403
418725,137.49656,2.73347,5,0.0389032,36.1731
418740,137.57749,2.61313,5,0.0992475,38.3035
418798,137.78853,2.69915,5,0.0981885,38.2786
418831,137.87448,2.69487,5,0.0559754,36.9913
418957,138.33541,2.59977,5,0.0985958,38.2882
419003,138.44524,2.6924,5,0.0918496,38.1239
419060,138.54136,2.81474,5,0.0962848,38.2331
419062,138.55977,2.63383,5,0.0746129,37.6454
419069,138.63128,2.70544,5,0.0917816,38.1221
419128,138.93537,2.69477,5,0.0912644,38.1091
419162,139.08295,2.80782,5,0.0925772,38.1421
419294,139.67801,2.69146,5,0.0868681,37.995
419299,139.72273,2.79426,5,0.0264183,35.3118
419334,139.75629,2.70247,5,0.0556757,36.9791
419335,139.75688,2.7573,5,0.0574974,37.052
419345,139.85183,2.70691,5,0.0377375,36.105
419548,140.46726,2.7493,5,0.0854449,37.9569
419549,140.48251,2.76966,5,0.0852548,37.9517
419572,140.50058,2.73217,5,0.0875075,38.0119
419574,140.51956,2.76242,5,0.0877778,38.019
419578,140.53266,2.73511,5,0.0898904,38.0739
419648,140.83322,2.82425,5,0.0866397,37.9889
419649,140.82873,2.92732,5,0.0888316,38.0466
419713,141.1915,2.89755,5,0.0894162,38.0617
419742,141.2701,2.89084,5,0.0891868,38.0558
419773,141.38283,2.99322,5,0.0894779,38.0633
422265,130.01937,2.54907,5,0.0516933,36.8117
422267,130.11492,2.47406,5,0.0810128,37.8345
422286,130.14868,2.47705,5,0.0505942,36.7632
422289,130.27729,2.57667,5,0.0327986,35.7924
422291,130.1434,2.61132,5,0.0506237,36.7645
422292,130.15753,2.61966,5,0.0507339,36.7694
422293,130.1528,2.63847,5,0.0501833,36.7448
422298,130.22213,2.49309,5,0.0810743,37.8362
422320,130.31084,2.58436,5,0.0323687,35.763
422355,130.50504,2.52837,5,0.0293989,35.549
422366,130.59562,2.49734,5,0.0295866,35.5632
422386,130.70351,2.66077,5,0.0970458,38.2516
422389,130.68721,2.58309,5,0.0518123,36.8169
422406,130.75189,2.64168,5,0.0514927,36.8029
422410,130.82297,2.67071,5,0.0991995,38.3026
422436,130.96285,2.71385,5,0.0267322,35.3382
422443,131.01758,2.71152,5,0.0269837,35.359
422446,130.89751,2.66969,5,0.0512644,36.7929
422477,131.12834,2.72671,5,0.0774226,37.7303
422486,131.17993,2.5725,5,0.0269873,35.3593
422503,131.22041,2.72621,5,0.0771435,37.7221
422527,131.43943,2.57197,5,0.0777177,37.7391
422601,131.67003,2.63309,5,0.0776105,37.7359
422602,131.67301,2.61344,5,0.0610044,37.1865
422610,131.74772,2.58168,5,0.0286078,35.4885
422612,131.73701,2.75874,5,0.0749083,37.6547
422619,131.78174,2.62181,5,0.029799,35.579
422649,131.82768,2.76226,5,0.0294578,35.5534
422652,131.88113,2.69025,5,0.029676,35.5698
422694,131.95296,2.69614,5,0.0782947,37.756
422753,132.3039,2.61499,5,0.0595113,37.1302
422761,132.33075,2.69487,5,0.0779394,37.7456
422808,132.52807,2.65171,5,0.0607654,37.1775
422812,132.50466,2.65438,5,0.0609152,37.1831
422830,132.55511,2.68205,5,0.0603252,37.161
422832,132.56911,2.64842,5,0.059915,37.1456
422933,133.0422,2.84023,5,0.0300209,35.5954
423187,134.33544,2.92131,5,0.0136817,33.8617
423198,134.37357,2.90016,5,0.0888462,38.0471
423267,134.62702,2.92548,5,0.0136759,33.8608
423270,134.71348,2.91305,5,0.0554567,36.9703
423416,135.2078,2.89071,5,0.0162531,34.2401
423522,135.3802,2.89861,5,0.0722621,37.5722
423616,135.84986,2.93718,5,0.0977037,38.2672
423682,136.38304,2.90204,5,0.0653571,37.3431
423761,137.0694,2.97519,5,0.0944451,38.1884
423784,137.71388,2.97709,5,0.0272524,35.3807
423794,137.84155,2.9866,5,0.099059,38.2991
425536,128.66141,2.96247,5,0.0521231,36.8304
425744,129.60991,2.98449,5,0.0615954,37.2084
425811,130.05362,2.92175,5,0.0822515,37.8694
425812,130.06761,2.9499,5,0.0819412,37.8607
425905,131.45494,2.99773,5,0.0779264,37.7452
446750,223.00812,2.97829,5,0.00719821,32.4549
446761,223.34748,2.96652,5,0.0284341,35.4755
446768,223.42242,2.95201,5,0.0452747,36.5138
446770,223.53353,2.97936,5,0.0806367,37.8244
446779,223.63644,2.96642,5,0.0279147,35.4347
446783,223.57627,2.9748,5,0.0854892,37.9589
454223,211.54514,-2.45904,5,0.0360223,36.0015
454238,211.63223,-2.47268,5,0.0252046,35.2076
454240,211.69269,-2.48219,5,0.0708711,37.5281
454373,212.46525,-2.48689,5,0.050501,36.7592
454517,213.126,-2.47599,5,0.0307334,35.6479
454589,213.3953,-2.48963,5,0.0494354,36.7112
454591,213.39511,-2.47791,5,0.0390164,36.18
454647,213.61597,-2.45731,5,0.0376918,36.1028
454687,213.82494,-2.44474,5,0.0479171,36.641
457129,211.59095,-2.03948,5,0.0556682,36.9792
457148,211.70079,-2.17266,5,0.054896,36.9476
457151,211.72068,-2.23301,5,0.0661559,37.371
457236,212.10565,-2.01838,5,0.0844555,37.9304
457239,212.18189,-2.17273,5,0.0551289,36.9572
457433,213.16387,-2.04196,5,0.0746699,37.6476
457501,213.42942,-2.12084,5,0.0968049,38.246
457502,213.46175,-2.16049,5,0.0391048,36.185
457505,213.51664,-1.99526,5,0.0393537,36.1992
457549,213.71187,-2.19265,5,0.0486089,36.6732
457597,213.72561,-2.13971,5,0.00640202,32.1988
457601,213.86216,-2.0933,5,0.0812343,37.841
457615,213.90093,-1.98133,5,0.0487156,36.6782
457624,213.9885,-2.09159,5,0.0484342,36.6651
460209,211.00694,-1.6684,5,0.054295,36.9227
460234,211.02062,-1.69066,5,0.0550756,36.955
460238,211.06345,-1.63987,5,0.0530331,36.8696
460255,211.08356,-1.71603,5,0.054264,36.9214
460268,211.29395,-1.7186,5,0.0551715,36.9589
460285,211.31745,-1.7113,5,0.054941,36.9495
460298,211.51452,-1.65754,5,0.055178,36.9592
460323,211.72036,-1.73019,5,0.0710191,37.5329
460343,211.76857,-1.7331,5,0.0705178,37.5167
460374,212.03548,-1.7023,5,0.0258901,35.2672
460378,211.93828,-1.6399,5,0.0301393,35.6044
460380,211.95851,-1.65315,5,0.0556416,36.9781
460424,212.21232,-1.60681,5,0.0262556,35.2982
460574,212.87781,-1.75711,5,0.0767657,37.711
460579,212.91282,-1.61769,5,0.0772352,37.725
460734,213.6549,-1.65696,5,0.0744608,37.6412
460756,213.70929,-1.59708,5,0.0380886,36.1262
460766,213.79186,-1.73432,5,0.0488569,36.6847
460767,213.79607,-1.63524,5,0.0486264,36.6741
460780,213.81844,-1.72033,5,0.0492568,36.7031
460847,213.92872,-1.76747,5,0.0988074,38.2936
463047,211.00868,-1.37298,5,0.0899062,38.0747
463052,211.11297,-1.27488,5,0.0543926,36.9268
463069,211.18897,-1.24649,5,0.0955781,38.2164
463074,211.29941,-1.32767,5,0.0549803,36.9511
463085,211.30748,-1.24948,5,0.0507363,36.7697
463090,211.38099,-1.36735,5,0.0551694,36.9589
463091,211.38187,-1.36331,5,0.0259799,35.2748
463111,211.47312,-1.20448,5,0.0552977,36.9641
463114,211.4582,-1.38407,5,0.0539672,36.909
463117,211.47231,-1.24566,5,0.0557882,36.9841
463118,211.49067,-1.23034,5,0.0550572,36.9543
463119,211.54915,-1.22791,5,0.0542457,36.9207
463142,211.64338,-1.18708,5,0.0267539,35.3399
463146,211.64491,-1.21983,5,0.0599392,37.1467
463148,211.68703,-1.33978,5,0.054424,36.9281
463264,212.33464,-1.26707,5,0.0422229,36.3568
463265,212.33602,-1.19194,5,0.0841294,37.9215
463288,212.48481,-1.24005,5,0.0256195,35.2439
463317,212.42644,-1.25675,5,0.0253218,35.218
463367,212.69764,-1.31421,5,0.0554089,36.9687
463394,212.9066,-1.16204,5,0.00654825,32.2479
463637,213.94259,-1.18682,5,0.0508048,36.7728
463641,213.95529,-1.31607,5,0.0506949,36.7679
463643,213.96402,-1.30769,5,0.0414468,36.3153
463668,214.02194,-1.26039,5,0.0507637,36.771
463670,214.02117,-1.2597,5,0.0510639,36.7843
473897,222.29219,-2.45797,5,0.0452207,36.5111
473920,222.35452,-2.47716,5,0.042958,36.3958
473926,222.40583,-2.44513,5,0.0852273,37.9518
473930,222.46909,-2.47982,5,0.0600982,37.1531
473963,222.47102,-2.41753,5,0.0422453,36.3583
474058,223.00641,-2.44914,5,0.0857263,37.9652
478113,211.09898,-2.37212,5,0.0682778,37.443
478114,211.09621,-2.29959,5,0.0303736,35.6216
478119,211.17217,-2.31747,5,0.0680464,37.4352
478137,211.24425,-2.25396,5,0.067965,37.4325
478170,211.64418,-2.27216,5,0.0566288,37.0179
478186,211.69499,-2.26617,5,0.0564777,37.0119
478191,211.73697,-2.28681,5,0.055116,36.9567
478287,212.41644,-2.28371,5,0.0830698,37.8923
478299,212.53877,-2.36114,5,0.0549734,36.9508
478349,212.73065,-2.21487,5,0.0305189,35.6323
478377,212.90541,-2.37801,5,0.0308167,35.6539
478432,213.32119,-2.39046,5,0.0963569,38.2353
478439,213.30886,-2.21506,5,0.0495764,36.7176
478463,213.33156,-2.23119,5,0.049616,36.7194
478527,213.63562,-2.20285,5,0.0487203,36.6784
478551,213.81051,-2.29835,5,0.0766917,37.7088
478555,213.87528,-2.27566,5,0.0555225,36.9734
478592,214.02238,-2.25113,5,0.0557402,36.9822
478655,214.27332,-2.3027,5,0.0602,37.1566
478658,214.25394,-2.22628,5,0.079917,37.8034
478662,214.36327,-2.34233,5,0.0597883,37.1411
478668,214.28385,-2.31098,5,0.0604801,37.1672
478792,214.79775,-2.25435,5,0.0105053,33.2807
478916,215.35452,-2.24437,5,0.0565492,37.0149
478925,215.35727,-2.29964,5,0.0777668,37.7408
478962,215.5816,-2.21067,5,0.0776828,37.7383
478984,215.85963,-2.18752,5,0.0562504,37.0029
479012,215.94814,-2.24814,5,0.0562991,37.0049
479051,216.05403,-2.19633,5,0.0837898,37.9123
479068,216.20235,-2.21551,5,0.0311642,35.6789
479069,216.17493,-2.22535,5,0.0827569,37.8838
479073,216.27843,-2.16376,5,0.031313,35.6895
479103,216.37519,-2.28196,5,0.0824434,37.875
479105,216.41069,-2.16834,5,0.0485848,36.6722
479109,216.45779,-2.33399,5,0.0547996,36.9438
479138,216.48467,-2.25286,5,0.0835423,37.9055
479196,216.77834,-2.22404,5,0.083377,37.901
479197,216.79921,-2.26239,5,0.0246749,35.1608
479220,216.88867,-2.32588,5,0.0551426,36.9579
479241,216.9404,-2.26159,5,0.0575035,37.0528
479242,217.02663,-2.17975,5,0.0496154,36.7195
479266,217.12363,-2.27003,5,0.0530667,36.8712
479308,217.27274,-2.16887,5,0.0546252,36.9366
479309,217.28187,-2.1624,5,0.054575,36.9346
479401,217.57321,-2.19569,5,0.0249174,35.1825
479454,217.92991,-2.21356,5,0.0303149,35.6175
479455,217.9304,-2.21203,5,0.0307252,35.6474
479500,218.11982,-2.14889,5,0.0570926,37.0366
479504,218.19295,-2.10491,5,0.0569312,37.0302
479506,218.2587,-2.28564,5,0.0826107,37.8798
479533,218.37669,-2.14609,5,0.0575886,37.0562
479581,218.45105,-2.28118,5,0.0795348,37.7925
479665,218.81151,-2.08344,5,0.051266,36.7934
479700,218.86716,-2.07749,5,0.0542073,36.9193
479761,219.19852,-2.22456,5,0.0550125,36.9527
479785,219.42622,-2.07748,5,0.0574601,37.0512
479791,219.39897,-2.1076,5,0.0896052,38.0673
479793,219.43021,-2.14048,5,0.0888742,38.0483
479799,219.45902,-2.15163,5,0.0884534,38.0374
479827,219.53138,-2.23493,5,0.0892529,38.0582
479885,219.77372,-2.11571,5,0.0411116,36.2973
479887,219.78709,-2.2145,5,0.0419923,36.3448
479943,220.13593,-2.16435,5,0.0417158,36.33
479944,220.15026,-2.20821,5,0.0573174,37.0456
479971,220.29812,-2.20977,5,0.0830842,37.893
479979,220.30152,-2.17249,5,0.0578851,37.0679
479981,220.3273,-2.23253,5,0.0841945,37.9236
480082,220.7149,-2.18454,5,0.0956659,38.2188
480113,220.94246,-2.09704,5,0.0842029,37.9238
480179,221.28504,-2.06051,5,0.0836461,37.9086
480186,221.39045,-2.0879,5,0.0442554,36.4626
480209,221.41489,-2.1212,5,0.0725057,37.5806
480213,221.47348,-2.17812,5,0.0725648,37.5824
480218,221.54287,-2.21553,5,0.083992,37.9181
480272,221.71394,-2.11605,5,0.0578795,37.0678
480278,221.78124,-2.1459,5,0.0723989,37.5772
480366,222.23785,-2.09259,5,0.0351937,35.95
480410,222.35844,-2.15141,5,0.0444182,36.4708
480412,222.4417,-2.13506,5,0.0437663,36.4377
480483,222.86397,-2.04376,5,0.0765416,37.7047
480500,222.91896,-2.00956,5,0.0764404,37.7016
480533,223.14694,-2.16744,5,0.0731942,37.6022
480564,223.26879,-2.05996,5,0.0488846,36.6863
480568,223.30617,-2.08466,5,0.068938,37.4654
480598,223.56993,-2.08462,5,0.0571049,37.0373
480602,223.5798,-2.1473,5,0.0762482,37.6959
480604,223.58309,-2.05014,5,0.0689227,37.4649
480628,223.77852,-2.01619,5,0.0842697,37.9258
480651,223.92734,-2.00474,5,0.087409,38.0101
480667,223.96574,-1.94794,5,0.0848062,37.9404
480669,223.9947,-1.9626,5,0.0841953,37.9237
484582,211.15925,-1.93387,5,0.0821583,37.8669
484592,211.23878,-1.83907,5,0.0549626,36.9504
484604,211.41319,-1.89285,5,0.0363934,36.0244
484621,211.63321,-1.96885,5,0.0360099,36.0007
484655,211.88866,-1.97102,5,0.0573349,37.046
484660,211.95245,-1.98741,5,0.0558026,36.9847
484683,212.06239,-1.98593,5,0.0838556,37.914
484685,212.01245,-1.8639,5,0.026445,35.3142
484690,212.07428,-1.97285,5,0.0839554,37.9167
484729,212.37016,-1.90643,5,0.0304736,35.629
484761,212.37388,-1.99552,5,0.0765242,37.7038
484774,212.4843,-1.89843,5,0.0925362,38.1415
484938,213.337,-1.8859,5,0.0750771,37.66
484976,213.54594,-1.8077,5,0.0391426,36.1872
485046,213.78632,-1.81109,5,0.0488071,36.6824
485047,213.80041,-1.89856,5,0.0486069,36.6732
485053,213.89165,-1.95551,5,0.0811734,37.8393
485097,213.9836,-1.97666,5,0.0810318,37.8352
485099,214.02761,-1.77265,5,0.0984354,38.2849
485127,214.20892,-1.87152,5,0.0812079,37.8402
485152,214.22172,-1.78112,5,0.0552355,36.9617
485224,214.52682,-1.8198,5,0.0558311,36.9859
485308,214.82332,-1.95872,5,0.0781554,37.7522
485310,214.84475,-1.78117,5,0.0564163,37.0095
485362,215.24606,-1.88305,5,0.0556995,36.9806
485376,215.31498,-1.80928,5,0.0557981,36.9846
485413,215.53472,-1.85988,5,0.0355078,35.9695
485436,215.68987,-1.86422,5,0.0921121,38.131
485504,216.10106,-1.7649,5,0.056996,37.0327
485505,216.11359,-1.80287,5,0.0846586,37.9361
485506,216.11642,-1.82326,5,0.0839879,37.9178
485523,216.29218,-1.8037,5,0.0557818,36.984
485529,216.24766,-1.86855,5,0.0310025,35.6673
485558,216.3372,-1.88392,5,0.0902394,38.0835
485577,216.4625,-1.81528,5,0.0899568,38.0762
485579,216.54477,-1.84054,5,0.0747932,37.6515
485585,216.58568,-1.79085,5,0.0559871,36.9923
485610,216.68842,-1.85951,5,0.0831875,37.8957
485646,216.76993,-1.72968,5,0.00728779,32.4817
485651,216.88566,-1.71081,5,0.0557716,36.9836
485679,217.00945,-1.85144,5,0.0548891,36.9475
485684,216.92499,-1.75573,5,0.0546903,36.9393
485688,216.96339,-1.74526,5,0.0538089,36.9026
485690,217.01912,-1.83177,5,0.0551192,36.957
485727,217.08291,-1.81272,5,0.0544175,36.928
485739,217.18113,-1.69686,5,0.0739812,37.6265
485778,217.28002,-1.70054,5,0.0603686,37.1631
485779,217.29527,-1.78799,5,0.0855288,37.9597
485828,217.53055,-1.83848,5,0.0563515,37.007
485833,217.56867,-1.75699,5,0.056821,37.0258
485834,217.57879,-1.7877,5,0.056981,37.0322
485835,217.58796,-1.78843,5,0.0572311,37.0421
485836,217.60165,-1.76691,5,0.0572908,37.0445
485842,217.6564,-1.75398,5,0.0538071,36.9025
485873,217.75015,-1.80042,5,0.0547263,36.9408
485882,217.73183,-1.75187,5,0.0536857,36.8974
485883,217.74875,-1.82317,5,0.0557373,36.9822
485884,217.75643,-1.83753,5,0.0571182,37.0376
485885,217.7579,-1.71722,5,0.0558569,36.9871
485886,217.75866,-1.84525,5,0.0523044,36.8386
485919,217.82585,-1.81538,5,0.0526934,36.8553
485921,217.83385,-1.75092,5,0.0560859,36.9963
485922,217.85034,-1.82722,5,0.0539741,36.9095
485924,217.93075,-1.8266,5,0.0525516,36.8492
485926,217.81285,-1.78406,5,0.0536744,36.897
485929,217.84163,-1.72218,5,0.0931749,38.1576
485971,217.97497,-1.77881,5,0.0524306,36.844
486006,218.19989,-1.69348,5,0.0547484,36.9418
486057,218.40875,-1.85512,5,0.0549053,36.9482
486099,218.531,-1.70453,5,0.0575348,37.0541
486136,218.58052,-1.73644,5,0.0731163,37.5996
486140,218.64125,-1.78811,5,0.0519388,36.8228
486164,218.74283,-1.76154,5,0.0527676,36.8585
486205,218.88587,-1.76209,5,0.0899038,38.0749
486275,219.29212,-1.6818,5,0.0573113,37.0453
486276,219.30351,-1.84534,5,0.0582423,37.0818
486394,219.85357,-1.7851,5,0.051107,36.7864
486432,219.92063,-1.79231,5,0.0807383,37.8271
486433,219.92655,-1.80053,5,0.0807782,37.8282
486542,220.35082,-1.71209,5,0.0784185,37.7602
